model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
LogisticRegression,"fit_intercept: True, penalty: none, C: 20, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: none, C: 20, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: none, C: 50, solver: newton-cg",0.76,0.75,0.8,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: none, C: 50, solver: lbfgs",0.75,0.75,0.79,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: none, C: 50, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: none, C: 50, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 1, solver: newton-cg",0.74,0.73,0.8,0.79,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 1, solver: lbfgs",0.74,0.73,0.8,0.79,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 1, solver: sag",0.74,0.7,0.79,0.77,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 1, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 5, solver: newton-cg",0.73,0.74,0.78,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 5, solver: lbfgs",0.73,0.74,0.78,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 5, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 5, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 10, solver: newton-cg",0.74,0.74,0.78,0.79,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 10, solver: lbfgs",0.74,0.74,0.78,0.79,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 10, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 10, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 20, solver: newton-cg",0.74,0.75,0.79,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 20, solver: lbfgs",0.74,0.75,0.79,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 20, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 20, solver: saga",0.74,0.7,0.77,0.76,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 50, solver: newton-cg",0.75,0.75,0.8,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 50, solver: lbfgs",0.74,0.75,0.79,0.8,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 50, solver: sag",0.74,0.71,0.79,0.78,-,-
LogisticRegression,"fit_intercept: True, penalty: l2, C: 50, solver: saga",0.74,0.7,0.77,0.76,-,-
SVC,"C: 0.5, kernel: rbf, max_iter: 1",0.4,0.44,0.42,0.46,-,-
SVC,"C: 0.5, kernel: rbf, max_iter: 100",0.47,0.54,0.5,0.58,-,-
SVC,"C: 0.5, kernel: rbf, max_iter: 10000",0.68,0.71,0.75,0.79,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 1",0.44,0.45,0.48,0.49,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 100",0.55,0.55,0.54,0.55,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 10000",0.73,0.72,0.82,0.84,-,highest of its class
SVC,"C: 0.5, kernel: poly, max_iter: 1",0.53,0.53,0.53,0.53,-,-
SVC,"C: 0.5, kernel: poly, max_iter: 100",0.53,0.53,0.53,0.53,-,-
SVC,"C: 0.5, kernel: poly, max_iter: 10000",0.66,0.67,0.81,0.81,-,-
SVC,"C: 1, kernel: rbf, max_iter: 1",0.4,0.44,0.42,0.46,-,-
SVC,"C: 1, kernel: rbf, max_iter: 100",0.44,0.5,0.46,0.55,-,-
SVC,"C: 1, kernel: rbf, max_iter: 10000",0.7,0.75,0.77,0.81,-,-
SVC,"C: 1, kernel: linear, max_iter: 1",0.44,0.45,0.48,0.49,-,-
SVC,"C: 1, kernel: linear, max_iter: 100",0.48,0.5,0.51,0.52,-,-
SVC,"C: 1, kernel: linear, max_iter: 10000",0.73,0.74,0.82,0.85,-,-
SVC,"C: 1, kernel: poly, max_iter: 1",0.53,0.53,0.53,0.53,-,-
SVC,"C: 1, kernel: poly, max_iter: 100",0.53,0.53,0.53,0.53,-,-
SVC,"C: 1, kernel: poly, max_iter: 10000",0.66,0.68,0.82,0.83,-,-
SVC,"C: 10, kernel: rbf, max_iter: 1",0.4,0.44,0.42,0.46,-,-
SVC,"C: 10, kernel: rbf, max_iter: 100",0.5,0.54,0.52,0.55,-,-
SVC,"C: 10, kernel: rbf, max_iter: 10000",0.73,0.82,0.79,0.88,-,-
SVC,"C: 10, kernel: linear, max_iter: 1",0.39,0.42,0.41,0.44,lowest of its class,lowest of its class
SVC,"C: 10, kernel: linear, max_iter: 100",0.42,0.44,0.46,0.48,-,-
SVC,"C: 10, kernel: linear, max_iter: 10000",0.75,0.75,0.79,0.8,highest of its class,-
SVC,"C: 10, kernel: poly, max_iter: 1",0.53,0.53,0.53,0.53,-,-
SVC,"C: 10, kernel: poly, max_iter: 100",0.57,0.55,0.56,0.55,-,-
SVC,"C: 10, kernel: poly, max_iter: 10000",0.69,0.75,0.8,0.89,-,-
SVC,"C: 20, kernel: rbf, max_iter: 1",0.4,0.44,0.42,0.46,-,-
SVC,"C: 20, kernel: rbf, max_iter: 100",0.62,0.59,0.63,0.6,-,-
SVC,"C: 20, kernel: rbf, max_iter: 10000",0.73,0.84,0.78,0.9,-,-
SVC,"C: 20, kernel: linear, max_iter: 1",0.39,0.42,0.41,0.44,-,-
SVC,"C: 20, kernel: linear, max_iter: 100",0.45,0.51,0.48,0.54,-,-
SVC,"C: 20, kernel: linear, max_iter: 10000",0.7,0.69,0.71,0.7,-,-
SVC,"C: 20, kernel: poly, max_iter: 1",0.53,0.53,0.53,0.53,-,-
SVC,"C: 20, kernel: poly, max_iter: 100",0.52,0.55,0.53,0.54,-,-
SVC,"C: 20, kernel: poly, max_iter: 10000",0.69,0.76,0.79,0.89,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: gini, max_features: auto",0.58,0.58,0.6,0.6,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: gini, max_features: sqrt",0.58,0.58,0.6,0.6,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: gini, max_features: log2",0.58,0.58,0.6,0.6,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: entropy, max_features: auto",0.53,0.53,0.53,0.53,lowest of its class,lowest of its class
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: entropy, max_features: sqrt",0.53,0.53,0.53,0.53,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: entropy, max_features: log2",0.53,0.53,0.53,0.53,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: gini, max_features: auto",0.58,0.58,0.82,0.87,-,highest of its class
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: gini, max_features: sqrt",0.58,0.58,0.82,0.87,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: gini, max_features: log2",0.58,0.58,0.82,0.87,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: entropy, max_features: auto",0.55,0.57,0.8,0.91,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: entropy, max_features: sqrt",0.55,0.57,0.8,0.91,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: entropy, max_features: log2",0.55,0.57,0.8,0.91,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: gini, max_features: auto",0.6,0.64,0.75,0.78,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: gini, max_features: sqrt",0.6,0.64,0.75,0.78,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: gini, max_features: log2",0.6,0.64,0.75,0.78,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: entropy, max_features: auto",0.64,0.63,0.67,0.66,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: entropy, max_features: sqrt",0.64,0.63,0.67,0.66,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: entropy, max_features: log2",0.64,0.63,0.67,0.66,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: gini, max_features: auto",0.63,0.71,0.69,0.77,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: gini, max_features: sqrt",0.63,0.71,0.69,0.77,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: gini, max_features: log2",0.63,0.71,0.69,0.77,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: entropy, max_features: auto",0.64,0.7,0.7,0.75,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: entropy, max_features: sqrt",0.64,0.7,0.7,0.75,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: entropy, max_features: log2",0.64,0.7,0.7,0.75,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: gini, max_features: auto",0.66,0.99,0.69,0.99,highest of its class,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: gini, max_features: sqrt",0.66,0.99,0.69,0.99,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: gini, max_features: log2",0.66,0.99,0.69,0.99,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: entropy, max_features: auto",0.6,0.93,0.62,0.93,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: entropy, max_features: sqrt",0.6,0.93,0.62,0.93,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: entropy, max_features: log2",0.6,0.93,0.62,0.93,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: gini, max_features: auto",0.66,1.0,0.66,1.0,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: gini, max_features: sqrt",0.66,1.0,0.66,1.0,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: gini, max_features: log2",0.66,1.0,0.66,1.0,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: entropy, max_features: auto",0.62,1.0,0.65,1.0,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: entropy, max_features: sqrt",0.62,1.0,0.65,1.0,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: entropy, max_features: log2",0.62,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: gini, max_features: auto",0.65,0.92,0.66,0.95,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: gini, max_features: sqrt",0.65,0.92,0.66,0.95,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: gini, max_features: log2",0.65,0.92,0.66,0.95,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: entropy, max_features: auto",0.68,0.9,0.72,0.94,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: entropy, max_features: sqrt",0.68,0.9,0.72,0.94,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 10, criterion: entropy, max_features: log2",0.68,0.9,0.72,0.94,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: gini, max_features: auto",0.68,0.97,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: gini, max_features: sqrt",0.68,0.97,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: gini, max_features: log2",0.68,0.97,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: entropy, max_features: auto",0.67,0.95,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: entropy, max_features: sqrt",0.67,0.95,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 100, criterion: entropy, max_features: log2",0.67,0.95,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: gini, max_features: auto",0.69,0.97,0.74,1.0,-,highest of its class
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: gini, max_features: sqrt",0.69,0.97,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: gini, max_features: log2",0.69,0.97,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: entropy, max_features: auto",0.69,0.95,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: entropy, max_features: sqrt",0.69,0.95,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 10, n_estimators: 500, criterion: entropy, max_features: log2",0.69,0.95,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: gini, max_features: auto",0.65,0.97,0.68,0.98,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: gini, max_features: sqrt",0.65,0.97,0.68,0.98,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: gini, max_features: log2",0.65,0.97,0.68,0.98,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: entropy, max_features: auto",0.62,0.98,0.64,0.98,lowest of its class,lowest of its class
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: entropy, max_features: sqrt",0.62,0.98,0.64,0.98,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 10, criterion: entropy, max_features: log2",0.62,0.98,0.64,0.98,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: gini, max_features: auto",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: gini, max_features: sqrt",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: gini, max_features: log2",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: entropy, max_features: auto",0.68,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: entropy, max_features: sqrt",0.68,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: entropy, max_features: log2",0.68,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: gini, max_features: auto",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: gini, max_features: sqrt",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: gini, max_features: log2",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: entropy, max_features: auto",0.7,1.0,0.74,1.0,highest of its class,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: entropy, max_features: sqrt",0.7,1.0,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: entropy, max_features: log2",0.7,1.0,0.74,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: gini, max_features: auto",0.66,0.98,0.7,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: gini, max_features: sqrt",0.66,0.98,0.7,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: gini, max_features: log2",0.66,0.98,0.7,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: entropy, max_features: auto",0.66,0.98,0.7,0.99,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: entropy, max_features: sqrt",0.66,0.98,0.7,0.99,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 10, criterion: entropy, max_features: log2",0.66,0.98,0.7,0.99,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: gini, max_features: auto",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: gini, max_features: sqrt",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: gini, max_features: log2",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: entropy, max_features: auto",0.67,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: entropy, max_features: sqrt",0.67,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 100, criterion: entropy, max_features: log2",0.67,1.0,0.71,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: gini, max_features: auto",0.68,1.0,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: gini, max_features: sqrt",0.68,1.0,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: gini, max_features: log2",0.68,1.0,0.72,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: entropy, max_features: auto",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: entropy, max_features: sqrt",0.69,1.0,0.73,1.0,-,-
RandomForestClassifier,"max_depth: 20, n_estimators: 500, criterion: entropy, max_features: log2",0.69,1.0,0.73,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: auto, p: 1",0.6,0.77,0.65,0.81,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: auto, p: 2",0.6,0.75,0.64,0.77,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: auto, p: 5",0.61,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: auto, p: 10",0.62,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: ball_tree, p: 1",0.6,0.77,0.65,0.81,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: ball_tree, p: 2",0.6,0.75,0.64,0.77,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: ball_tree, p: 5",0.61,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: ball_tree, p: 10",0.62,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: kd_tree, p: 1",0.6,0.77,0.65,0.81,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: kd_tree, p: 2",0.6,0.75,0.64,0.77,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: kd_tree, p: 5",0.61,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: kd_tree, p: 10",0.62,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: brute, p: 1",0.6,0.77,0.65,0.81,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: brute, p: 2",0.6,0.75,0.64,0.77,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: brute, p: 5",0.61,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: uniform, algorithm: brute, p: 10",0.62,0.76,0.65,0.78,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: auto, p: 1",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: auto, p: 2",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: auto, p: 5",0.62,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: auto, p: 10",0.63,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: ball_tree, p: 1",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: ball_tree, p: 2",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: ball_tree, p: 5",0.62,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: ball_tree, p: 10",0.63,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: kd_tree, p: 1",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: kd_tree, p: 2",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: kd_tree, p: 5",0.62,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: kd_tree, p: 10",0.63,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: brute, p: 1",0.61,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 5, weights: distance, algorithm: brute, p: 2",0.61,1.0,0.65,1.0,-,-
