model,params,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,ranking_test_explained_variance_score,ranking_test_r2_score
KNeighborsRegressor,"weights: uniform, n_neighbors: 50, algorithm: ball_tree",0.03,0.05,-0.03,0.03,-,-
KNeighborsRegressor,"weights: distance, n_neighbors: 100, algorithm: auto",0.0,0.0,0.0,0.0,-,-
KNeighborsRegressor,"weights: distance, n_neighbors: 50, algorithm: ball_tree",0.05,1.0,-0.01,1.0,highest of its class,-
AdaBoostRegressor,"n_estimators: 100, loss: linear, learning_rate: 0.5",0.02,0.79,-0.03,0.79,-,-
AdaBoostRegressor,"n_estimators: 200, loss: exponential, learning_rate: 0.9",0.03,0.8,-0.02,0.8,-,-
AdaBoostRegressor,"n_estimators: 200, loss: linear, learning_rate: 0.9",-0.03,0.81,-0.09,0.81,-,-
AdaBoostRegressor,"n_estimators: 200, loss: square, learning_rate: 0.5",0.03,0.81,-0.04,0.81,-,-
AdaBoostRegressor,"n_estimators: 100, loss: exponential, learning_rate: 0.5",0.02,0.77,-0.03,0.77,-,-
AdaBoostRegressor,"n_estimators: 100, loss: square, learning_rate: 0.5",0.04,0.79,-0.03,0.79,-,-
AdaBoostRegressor,"n_estimators: 50, loss: exponential, learning_rate: 0.1",0.1,0.67,0.05,0.67,highest of its class,highest of its class
AdaBoostRegressor,"n_estimators: 100, loss: square, learning_rate: 0.9",-0.07,0.82,-0.1,0.82,lowest of its class,lowest of its class
AdaBoostRegressor,"n_estimators: 50, loss: square, learning_rate: 0.1",0.04,0.71,-0.02,0.71,-,-
AdaBoostRegressor,"n_estimators: 100, loss: exponential, learning_rate: 0.9",0.03,0.78,-0.02,0.78,-,-
GaussianProcessRegressor,alpha: 1e-10,0.0,1.0,-8.33,1.0,lowest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,0.0,1.0,-8.33,1.0,-,-
GaussianProcessRegressor,alpha: 0.001,0.0,1.0,-8.33,1.0,-,-
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 50",-0.19,0.1,-2.47,-1.19,-,lowest of its class
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 50",-0.34,0.47,-0.89,0.39,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 50",-0.37,0.72,-0.62,0.71,lowest of its class,-
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 100",-0.13,0.27,-1.88,-0.52,highest of its class,-
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 100",-0.28,0.69,-0.58,0.69,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 100",-0.31,0.86,-0.49,0.86,-,highest of its class
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 150",-0.22,0.23,-1.76,-0.36,-,-
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 150",-0.33,0.72,-0.62,0.72,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 150",-0.36,0.88,-0.55,0.88,-,-
