model,params,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,ranking_test_explained_variance_score,ranking_test_r2_score
DecisionTreeRegressor,"criterion: squared_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",-1.97,1.0,-2.06,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",-0.33,1.0,-0.36,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",-1.16,1.0,-1.22,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",-0.23,1.0,-0.29,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",-2.12,1.0,-2.22,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",-0.33,1.0,-0.36,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",-1.97,1.0,-2.06,1.0,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",-0.33,1.0,-0.36,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.0, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.0, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.1, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.1, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.5, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.5, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.9, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, min_impurity_decrease: 0.9, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.0, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.0, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.1, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.1, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.5, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.5, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",-1.58,1.0,-1.63,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",-0.38,1.0,-0.42,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.0, splitter: random",-1.08,1.0,-1.18,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.0, splitter: best",-2.83,1.0,-2.92,1.0,lowest of its class,lowest of its class
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.1, splitter: random",-2.53,0.98,-2.58,0.98,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.1, splitter: best",-2.78,1.0,-2.87,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.5, splitter: random",-2.12,0.7,-2.13,0.69,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.5, splitter: best",-1.73,0.95,-1.83,0.95,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.9, splitter: random",-0.21,0.23,-0.29,0.19,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.9, splitter: best",-1.66,0.87,-1.72,0.86,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.0, splitter: random",-1.08,1.0,-1.18,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.0, splitter: best",-2.83,1.0,-2.92,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.1, splitter: random",-2.53,0.98,-2.58,0.98,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.1, splitter: best",-2.78,1.0,-2.87,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.5, splitter: random",-2.12,0.7,-2.13,0.69,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.5, splitter: best",-1.73,0.95,-1.83,0.95,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",-0.21,0.23,-0.29,0.19,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",-1.66,0.87,-1.72,0.86,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-1.08,1.0,-1.18,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-2.83,1.0,-2.92,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",-2.53,0.98,-2.58,0.98,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",-2.78,1.0,-2.87,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",-2.12,0.7,-2.13,0.69,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",-1.73,0.95,-1.83,0.95,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",-0.21,0.23,-0.29,0.19,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",-1.66,0.87,-1.72,0.86,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.0, splitter: random",-2.06,0.99,-2.17,0.99,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.0, splitter: best",-0.82,0.98,-0.87,0.98,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.1, splitter: random",-1.52,0.79,-1.59,0.79,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.1, splitter: best",-0.9,0.96,-0.96,0.96,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.5, splitter: random",-2.0,0.69,-2.07,0.69,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.5, splitter: best",-0.36,0.73,-0.41,0.73,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.9, splitter: random",-2.06,0.65,-2.1,0.65,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.9, splitter: best",0.01,0.41,-0.02,0.41,highest of its class,highest of its class
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.0, splitter: random",-2.06,0.99,-2.17,0.99,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.0, splitter: best",-0.82,0.98,-0.87,0.98,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.1, splitter: random",-1.52,0.79,-1.59,0.79,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.1, splitter: best",-0.9,0.96,-0.96,0.96,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.5, splitter: random",-2.0,0.69,-2.07,0.69,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.5, splitter: best",-0.36,0.73,-0.41,0.73,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",-2.06,0.65,-2.1,0.65,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",0.01,0.41,-0.02,0.41,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-2.06,0.99,-2.17,0.99,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-0.82,0.98,-0.87,0.98,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",-1.52,0.79,-1.59,0.79,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",-0.9,0.96,-0.96,0.96,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",-2.0,0.69,-2.07,0.69,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",-0.36,0.73,-0.41,0.73,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",-2.06,0.65,-2.1,0.65,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",0.01,0.41,-0.02,0.41,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,highest of its class
RandomForestRegressor,"criterion: squared_error, max_depth: 100, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, max_features: auto, n_estimators: 100",-0.13,0.86,-0.16,0.86,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, max_features: auto, n_estimators: 200",-0.13,0.87,-0.15,0.87,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, max_features: auto, n_estimators: 100",-0.14,0.84,-0.18,0.83,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, max_features: auto, n_estimators: 200",-0.12,0.85,-0.16,0.85,highest of its class,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, max_features: auto, n_estimators: 100",-0.14,0.84,-0.18,0.83,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, max_features: auto, n_estimators: 200",-0.12,0.85,-0.16,0.85,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, max_features: auto, n_estimators: 100",-0.14,0.84,-0.18,0.83,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, max_features: auto, n_estimators: 200",-0.12,0.85,-0.16,0.85,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, max_features: auto, n_estimators: 100",-0.19,0.85,-0.25,0.85,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, max_features: auto, n_estimators: 200",-0.26,0.86,-0.33,0.86,lowest of its class,lowest of its class
RandomForestRegressor,"criterion: poisson, max_depth: 100, max_features: auto, n_estimators: 100",-0.19,0.85,-0.25,0.85,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, max_features: auto, n_estimators: 200",-0.26,0.86,-0.33,0.86,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, max_features: auto, n_estimators: 100",-0.19,0.85,-0.25,0.85,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, max_features: auto, n_estimators: 200",-0.26,0.86,-0.33,0.86,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 50, weights: uniform",-0.03,0.01,-0.06,0.01,lowest of its class,lowest of its class
KNeighborsRegressor,"algorithm: auto, n_neighbors: 50, weights: distance",-0.01,1.0,-0.03,1.0,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 100, weights: uniform",0.0,0.0,-0.03,0.0,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 100, weights: distance",0.02,1.0,-0.0,1.0,highest of its class,highest of its class
KNeighborsRegressor,"algorithm: auto, n_neighbors: 200, weights: uniform",0.0,0.0,0.0,0.0,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 200, weights: distance",0.0,0.0,0.0,0.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 50, weights: uniform",-0.03,0.01,-0.06,0.01,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 50, weights: distance",-0.01,1.0,-0.03,1.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 100, weights: uniform",0.0,0.0,-0.03,0.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 100, weights: distance",0.02,1.0,-0.0,1.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 200, weights: uniform",0.0,0.0,0.0,0.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 200, weights: distance",0.0,0.0,0.0,0.0,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 50",0.02,0.75,0.0,0.75,highest of its class,highest of its class
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 100",-0.0,0.78,-0.02,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 200",-0.03,0.79,-0.04,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 50",-0.02,0.74,-0.05,0.74,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 100",-0.01,0.76,-0.03,0.76,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 200",-0.07,0.78,-0.09,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 50",-0.03,0.73,-0.05,0.73,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 100",-0.03,0.77,-0.05,0.76,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 200",-0.07,0.79,-0.09,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 50",-0.06,0.79,-0.08,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 100",-0.1,0.79,-0.12,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 200",-0.12,0.79,-0.15,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 50",-0.08,0.77,-0.09,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 100",-0.1,0.77,-0.11,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 200",-0.18,0.77,-0.19,0.77,lowest of its class,lowest of its class
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 50",-0.07,0.79,-0.09,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 100",-0.08,0.79,-0.11,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 200",-0.12,0.8,-0.17,0.76,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 50",-0.09,0.79,-0.1,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 100",-0.11,0.8,-0.12,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 200",-0.13,0.8,-0.14,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 50",-0.05,0.8,-0.06,0.8,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 100",-0.1,0.79,-0.12,0.79,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 200",-0.15,0.79,-0.17,0.78,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 50",-0.09,0.8,-0.11,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 100",-0.08,0.8,-0.12,0.77,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 200",-0.11,0.8,-0.15,0.76,-,-
GaussianProcessRegressor,alpha: 1e-10,-1.19,1.0,-1.37,1.0,lowest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,-1.19,1.0,-1.37,1.0,-,-
GaussianProcessRegressor,alpha: 0.001,-1.12,1.0,-1.28,1.0,highest of its class,highest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 100",0.0,0.0,-0.79,-0.57,lowest of its class,lowest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 200",0.0,0.01,-0.75,-0.54,-,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 300",0.01,0.02,-0.69,-0.48,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 100",0.0,0.0,-0.77,-0.55,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 200",0.0,0.01,-0.68,-0.48,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 300",0.01,0.03,-0.55,-0.36,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 100",0.0,0.01,-0.75,-0.54,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 200",0.01,0.02,-0.62,-0.44,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 300",0.02,0.05,-0.43,-0.28,highest of its class,highest of its class
