model,params,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,ranking_test_explained_variance_score,ranking_test_r2_score
KNeighborsRegressor,"weights: distance, n_neighbors: 50, algorithm: ball_tree",0.91,1.0,0.91,1.0,highest of its class,highest of its class
KNeighborsRegressor,"weights: uniform, n_neighbors: 100, algorithm: ball_tree",0.86,0.87,0.86,0.86,-,-
KNeighborsRegressor,"weights: uniform, n_neighbors: 100, algorithm: auto",0.86,0.87,0.86,0.86,-,-
KNeighborsRegressor,"weights: distance, n_neighbors: 200, algorithm: ball_tree",0.84,1.0,0.83,1.0,-,-
KNeighborsRegressor,"weights: uniform, n_neighbors: 50, algorithm: ball_tree",0.9,0.9,0.89,0.9,-,-
KNeighborsRegressor,"weights: distance, n_neighbors: 100, algorithm: ball_tree",0.88,1.0,0.88,1.0,-,-
KNeighborsRegressor,"weights: uniform, n_neighbors: 200, algorithm: ball_tree",0.82,0.82,0.81,0.82,lowest of its class,lowest of its class
KNeighborsRegressor,"weights: uniform, n_neighbors: 50, algorithm: auto",0.9,0.9,0.89,0.9,-,-
AdaBoostRegressor,"n_estimators: 100, loss: square, learning_rate: 0.1",0.98,0.98,0.98,0.98,-,highest of its class
AdaBoostRegressor,"n_estimators: 100, loss: linear, learning_rate: 0.9",0.99,0.99,0.98,0.98,highest of its class,-
AdaBoostRegressor,"n_estimators: 50, loss: linear, learning_rate: 0.1",0.97,0.98,0.97,0.98,lowest of its class,lowest of its class
AdaBoostRegressor,"n_estimators: 200, loss: exponential, learning_rate: 0.1",0.98,0.98,0.98,0.98,-,-
AdaBoostRegressor,"n_estimators: 50, loss: linear, learning_rate: 0.9",0.98,0.98,0.98,0.98,-,-
AdaBoostRegressor,"n_estimators: 50, loss: square, learning_rate: 0.5",0.98,0.99,0.98,0.98,-,-
AdaBoostRegressor,"n_estimators: 50, loss: exponential, learning_rate: 0.9",0.98,0.98,0.98,0.98,-,-
AdaBoostRegressor,"n_estimators: 200, loss: square, learning_rate: 0.9",0.99,0.99,0.97,0.98,-,-
AdaBoostRegressor,"n_estimators: 50, loss: linear, learning_rate: 0.5",0.98,0.98,0.98,0.98,-,-
AdaBoostRegressor,"n_estimators: 100, loss: exponential, learning_rate: 0.5",0.98,0.99,0.98,0.98,-,-
GaussianProcessRegressor,alpha: 1e-10,0.82,1.0,0.79,1.0,lowest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,0.82,1.0,0.79,1.0,-,-
GaussianProcessRegressor,alpha: 0.001,0.82,1.0,0.79,1.0,-,-
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 50",0.91,0.92,0.91,0.91,lowest of its class,lowest of its class
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 50",0.99,0.99,0.99,0.99,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 50",1.0,1.0,1.0,1.0,highest of its class,highest of its class
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 100",0.97,0.97,0.97,0.97,-,-
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 100",1.0,1.0,1.0,1.0,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 100",1.0,1.0,1.0,1.0,-,-
MLPRegressor,"max_iter: 100, hidden_layer_sizes: 150",0.98,0.98,0.98,0.98,-,-
MLPRegressor,"max_iter: 200, hidden_layer_sizes: 150",1.0,1.0,1.0,1.0,-,-
MLPRegressor,"max_iter: 300, hidden_layer_sizes: 150",1.0,1.0,1.0,1.0,-,-
