model,params,mean_test_mean_absolute_error,mean_train_mean_absolute_error,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,mean_test_mean_squared_error,mean_train_mean_squared_error,ranking_test_ranking_absolute_error,ranking_test_explained_variance_score,ranking_test_r2_score,ranking_test_ranking_squared_error
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.0",0.47,0.0,0.01,1.0,0.03,1.0,0.63,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.1",0.63,0.67,0.0,0.0,0.24,0.19,0.76,0.79,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",0.63,0.67,0.0,0.0,0.24,0.19,0.76,0.79,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",0.63,0.67,0.0,0.0,0.24,0.19,0.76,0.79,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",0.49,0.0,0.07,1.0,0.08,1.0,0.66,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",0.45,0.5,0.14,0.1,0.14,0.09,0.53,0.6,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",0.63,0.67,0.0,0.0,0.24,0.19,0.76,0.79,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",0.63,0.67,0.0,0.0,0.24,0.19,0.76,0.79,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.0",0.52,0.0,0.13,1.0,0.18,1.0,0.72,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.0",0.55,0.0,0.22,1.0,0.29,1.0,0.79,0.0,-,highest of its class,highest of its class,highest of its class
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.0",0.52,0.0,0.13,1.0,0.18,1.0,0.72,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.0",0.55,0.0,0.22,1.0,0.29,1.0,0.79,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.0",0.52,0.0,0.13,1.0,0.18,1.0,0.72,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",0.55,0.0,0.22,1.0,0.29,1.0,0.79,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",0.66,0.69,0.0,0.0,0.0,0.0,0.61,0.67,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,highest of its class,highest of its class,lowest of its class
RandomForestRegressor,"criterion: squared_error, max_depth: 50, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,lowest of its class,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, n_estimators: 100, max_features: auto",0.43,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, n_estimators: 200, max_features: auto",0.42,0.16,0.45,0.93,0.44,0.93,0.34,0.05,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, n_estimators: 100, max_features: auto",0.45,0.2,0.38,0.9,0.37,0.9,0.39,0.07,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, n_estimators: 200, max_features: auto",0.44,0.19,0.39,0.9,0.38,0.9,0.38,0.07,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, n_estimators: 100, max_features: auto",0.45,0.19,0.38,0.91,0.37,0.91,0.39,0.06,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, n_estimators: 200, max_features: auto",0.44,0.18,0.4,0.91,0.38,0.91,0.38,0.06,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, n_estimators: 100, max_features: auto",0.45,0.19,0.38,0.91,0.37,0.91,0.39,0.06,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, n_estimators: 200, max_features: auto",0.44,0.18,0.4,0.91,0.38,0.91,0.38,0.06,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, n_estimators: 100, max_features: auto",0.5,0.25,0.24,0.8,0.21,0.8,0.49,0.13,highest of its class,lowest of its class,-,highest of its class
RandomForestRegressor,"criterion: poisson, max_depth: 50, n_estimators: 200, max_features: auto",0.5,0.25,0.24,0.8,0.2,0.79,0.49,0.14,-,-,lowest of its class,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, n_estimators: 100, max_features: auto",0.5,0.18,0.26,0.91,0.21,0.91,0.49,0.06,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, n_estimators: 200, max_features: auto",0.5,0.18,0.26,0.91,0.2,0.91,0.49,0.06,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, n_estimators: 100, max_features: auto",0.5,0.18,0.25,0.91,0.2,0.91,0.49,0.06,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, n_estimators: 200, max_features: auto",0.5,0.18,0.26,0.91,0.2,0.91,0.49,0.06,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 50",0.53,0.52,0.3,0.37,0.29,0.37,0.44,0.42,highest of its class,-,-,highest of its class
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 100",0.52,0.54,0.31,0.34,0.3,0.34,0.43,0.44,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 200",0.53,0.56,0.28,0.3,0.27,0.3,0.44,0.46,-,lowest of its class,lowest of its class,-
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 50",0.53,0.52,0.3,0.37,0.29,0.37,0.44,0.42,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 100",0.52,0.54,0.31,0.34,0.3,0.34,0.43,0.44,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 200",0.53,0.56,0.28,0.3,0.27,0.3,0.44,0.46,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 50",0.43,0.0,0.41,1.0,0.39,1.0,0.37,0.0,lowest of its class,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 100",0.43,0.0,0.42,1.0,0.4,1.0,0.36,0.0,-,highest of its class,highest of its class,lowest of its class
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 200",0.43,0.0,0.4,1.0,0.39,1.0,0.37,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 50",0.43,0.0,0.41,1.0,0.39,1.0,0.37,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 100",0.43,0.0,0.42,1.0,0.4,1.0,0.36,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 200",0.43,0.0,0.4,1.0,0.39,1.0,0.37,0.0,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: linear",0.52,0.51,0.33,0.45,0.32,0.45,0.41,0.37,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: square",0.54,0.52,0.3,0.45,0.29,0.45,0.43,0.37,highest of its class,lowest of its class,lowest of its class,highest of its class
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: exponential",0.52,0.51,0.32,0.44,0.31,0.44,0.42,0.37,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: linear",0.53,0.51,0.32,0.46,0.31,0.46,0.42,0.36,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: square",0.51,0.49,0.36,0.49,0.34,0.49,0.4,0.34,lowest of its class,highest of its class,highest of its class,lowest of its class
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: exponential",0.52,0.5,0.34,0.48,0.33,0.47,0.41,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: linear",0.52,0.5,0.34,0.48,0.33,0.48,0.41,0.35,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: square",0.51,0.48,0.34,0.5,0.33,0.5,0.41,0.33,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: exponential",0.51,0.48,0.34,0.5,0.33,0.5,0.41,0.33,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: linear",0.52,0.51,0.33,0.46,0.32,0.46,0.41,0.36,-,-,-,-
