model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
LogisticRegression,"fit_intercept: True, penalty: l2, C: 50, solver: saga",0.85,0.85,0.0,0.5,-,-
SVC,"C: 0.5, kernel: rbf, max_iter: 1",0.65,0.62,0.17,0.11,-,-
SVC,"C: 0.5, kernel: rbf, max_iter: 100",0.85,0.85,0.0,0.0,-,lowest of its class
SVC,"C: 0.5, kernel: rbf, max_iter: 10000",0.85,0.85,0.0,0.0,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 100",0.8,0.8,0.0,0.3,-,-
SVC,"C: 0.5, kernel: linear, max_iter: 10000",0.85,0.85,0.0,0.0,-,-
SVC,"C: 0.5, kernel: poly, max_iter: 1",0.19,0.2,0.14,0.14,-,-
SVC,"C: 0.5, kernel: poly, max_iter: 100",0.85,0.9,0.5,1.0,-,-
SVC,"C: 0.5, kernel: poly, max_iter: 10000",0.86,0.89,1.0,1.0,highest of its class,highest of its class
SVC,"C: 1, kernel: rbf, max_iter: 1",0.65,0.62,0.17,0.11,-,-
SVC,"C: 1, kernel: rbf, max_iter: 100",0.85,0.86,0.0,1.0,-,-
SVC,"C: 1, kernel: rbf, max_iter: 10000",0.85,0.86,0.0,1.0,-,-
SVC,"C: 1, kernel: linear, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 1, kernel: linear, max_iter: 100",0.74,0.7,0.3,0.15,-,-
SVC,"C: 1, kernel: linear, max_iter: 10000",0.85,0.85,0.0,0.0,-,-
SVC,"C: 1, kernel: poly, max_iter: 1",0.19,0.2,0.14,0.14,-,-
SVC,"C: 1, kernel: poly, max_iter: 100",0.84,0.91,0.4,1.0,-,-
SVC,"C: 1, kernel: poly, max_iter: 10000",0.84,0.91,0.33,1.0,-,-
SVC,"C: 10, kernel: rbf, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 10, kernel: rbf, max_iter: 100",0.84,0.93,0.4,1.0,-,-
SVC,"C: 10, kernel: rbf, max_iter: 10000",0.85,0.93,0.5,1.0,-,-
SVC,"C: 10, kernel: linear, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 10, kernel: linear, max_iter: 100",0.53,0.49,0.17,0.15,-,-
SVC,"C: 10, kernel: linear, max_iter: 10000",0.85,0.85,0.0,0.0,-,-
SVC,"C: 10, kernel: poly, max_iter: 1",0.19,0.2,0.14,0.14,-,-
SVC,"C: 10, kernel: poly, max_iter: 100",0.65,0.78,0.19,0.37,-,-
SVC,"C: 10, kernel: poly, max_iter: 10000",0.83,0.93,0.33,1.0,-,-
SVC,"C: 20, kernel: rbf, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 20, kernel: rbf, max_iter: 100",0.83,0.92,0.33,0.87,-,-
SVC,"C: 20, kernel: rbf, max_iter: 10000",0.82,0.94,0.29,1.0,-,-
SVC,"C: 20, kernel: linear, max_iter: 1",0.41,0.45,0.14,0.16,-,-
SVC,"C: 20, kernel: linear, max_iter: 100",0.53,0.49,0.17,0.15,-,-
SVC,"C: 20, kernel: linear, max_iter: 10000",0.85,0.85,0.0,0.0,-,-
SVC,"C: 20, kernel: poly, max_iter: 1",0.16,0.16,0.15,0.15,lowest of its class,-
SVC,"C: 20, kernel: poly, max_iter: 100",0.48,0.52,0.16,0.2,-,-
SVC,"C: 20, kernel: poly, max_iter: 10000",0.81,0.94,0.3,1.0,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: auto",0.81,0.91,0.0,1.0,-,lowest of its class
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: sqrt",0.81,0.91,0.0,1.0,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: log2",0.81,0.91,0.0,1.0,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: auto",0.79,0.91,0.18,0.91,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: sqrt",0.79,0.91,0.18,0.91,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: log2",0.79,0.91,0.18,0.91,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: auto",0.83,0.94,0.42,1.0,highest of its class,highest of its class
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: sqrt",0.83,0.94,0.42,1.0,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: log2",0.83,0.94,0.42,1.0,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: auto",0.83,0.95,0.33,0.95,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: sqrt",0.83,0.95,0.33,0.95,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: log2",0.83,0.95,0.33,0.95,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: auto",0.74,1.0,0.22,1.0,lowest of its class,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: sqrt",0.74,1.0,0.22,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: log2",0.74,1.0,0.22,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: auto",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: sqrt",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: log2",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: auto",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: sqrt",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: log2",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: auto",0.78,1.0,0.21,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: sqrt",0.78,1.0,0.21,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: log2",0.78,1.0,0.21,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: auto",0.74,1.0,0.22,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: sqrt",0.74,1.0,0.22,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: log2",0.74,1.0,0.22,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: auto",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: sqrt",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: log2",0.74,1.0,0.26,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: auto",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: sqrt",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: log2",0.78,1.0,0.28,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: auto",0.78,1.0,0.21,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: sqrt",0.78,1.0,0.21,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: log2",0.78,1.0,0.21,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,lowest of its class,lowest of its class
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: gini, max_features: auto",0.86,1.0,1.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: entropy, max_features: auto",0.86,1.0,1.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: auto",0.85,0.85,0.0,0.0,lowest of its class,lowest of its class
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: ball_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: kd_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: auto",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: ball_tree",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: kd_tree",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: auto",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: ball_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: kd_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: auto",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: ball_tree",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: kd_tree",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: auto",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: ball_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: kd_tree",0.85,0.85,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: auto",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: ball_tree",0.85,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: kd_tree",0.85,1.0,0.0,1.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.1",0.85,0.85,0.0,0.0,highest of its class,lowest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.5",0.83,0.86,0.0,1.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.9",0.82,0.86,0.0,0.62,lowest of its class,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.1",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.5",0.83,0.87,0.25,0.73,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.9",0.84,0.88,0.4,0.76,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.1",0.85,0.86,0.0,1.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.5",0.84,0.88,0.43,0.72,-,highest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.9",0.82,0.91,0.33,0.83,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.1",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.5",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.9",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.1",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.5",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.9",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.1",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.5",0.85,0.85,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.9",0.85,0.86,0.0,1.0,-,-
GaussianNB,var_smoothing: 1e-09,0.17,0.15,0.16,0.15,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.18,0.16,0.16,0.15,-,-
GaussianNB,var_smoothing: 0.001,0.19,0.18,0.16,0.15,highest of its class,-
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.001",0.85,0.85,0.0,0.0,highest of its class,lowest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.01",0.83,0.88,0.25,1.0,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.001",0.85,0.85,0.0,0.0,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.01",0.85,0.88,0.5,1.0,-,highest of its class
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.001",0.84,0.88,0.33,1.0,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.01",0.81,0.97,0.22,0.98,lowest of its class,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.001",0.85,0.86,0.0,0.67,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.01",0.81,0.97,0.17,0.98,-,-
