model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
RandomForestClassifier,"max_depth: 9, n_estimators: 3, criterion: entropy",0.96,0.99,0.92,0.97,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 100, criterion: gini",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 100, criterion: entropy",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 500, criterion: gini",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 500, criterion: entropy",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 3, criterion: gini",0.95,0.99,0.92,0.98,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 3, criterion: entropy",0.96,0.99,0.92,0.97,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 100, criterion: gini",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 100, criterion: entropy",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 500, criterion: gini",0.97,1.0,0.92,1.0,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 500, criterion: entropy",0.97,1.0,0.92,1.0,-,-
KNeighborsClassifier,n_neighbors: 10,0.95,0.97,0.92,0.96,highest of its class,-
KNeighborsClassifier,n_neighbors: 200,0.91,0.93,0.96,0.97,-,highest of its class
KNeighborsClassifier,n_neighbors: 500,0.66,0.65,0.0,0.0,lowest of its class,lowest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 0.1",0.9,0.93,0.82,0.86,lowest of its class,lowest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 0.5",0.93,0.95,0.89,0.91,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 1",0.95,0.94,0.96,0.95,highest of its class,highest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 0.1",0.94,0.96,0.9,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 0.5",0.95,0.96,0.93,0.94,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 1",0.95,0.96,0.95,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 0.1",0.9,0.93,0.82,0.86,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 0.5",0.95,0.95,0.93,0.92,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 1",0.94,0.94,0.96,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 0.1",0.93,0.96,0.89,0.93,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 0.5",0.95,0.96,0.93,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 1",0.95,0.95,0.95,0.94,-,-
GaussianNB,var_smoothing: 1e-09,0.97,0.96,0.91,0.92,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.97,0.96,0.91,0.92,-,-
GaussianNB,var_smoothing: 0.1,0.97,0.96,0.91,0.94,-,-
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.001",0.97,0.97,0.91,0.96,lowest of its class,lowest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.01",0.97,0.98,0.92,0.96,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.001",0.97,0.97,0.91,0.96,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.01",0.98,0.97,0.94,0.96,highest of its class,highest of its class
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.001",0.97,0.97,0.91,0.96,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.01",0.97,0.98,0.92,0.96,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.001",0.97,0.97,0.91,0.96,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.01",0.98,0.97,0.94,0.96,-,-
