model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
AdaBoostClassifier,"n_estimators: 3, learning_rate: 0.1, algorithm: SAMME.R",0.9,0.94,0.88,0.92,lowest of its class,lowest of its class
AdaBoostClassifier,"n_estimators: 3, learning_rate: 0.5, algorithm: SAMME.R",0.94,0.96,0.92,0.97,-,-
AdaBoostClassifier,"n_estimators: 3, learning_rate: 0.1, algorithm: SAMME",0.91,0.94,0.91,0.91,-,-
AdaBoostClassifier,"n_estimators: 8, learning_rate: 1, algorithm: SAMME.R",0.94,1.0,0.92,1.0,-,-
AdaBoostClassifier,"n_estimators: 8, learning_rate: 1, algorithm: SAMME",0.94,0.99,0.94,0.98,-,-
AdaBoostClassifier,"n_estimators: 8, learning_rate: 0.1, algorithm: SAMME.R",0.93,0.98,0.9,0.96,-,-
GaussianNB,var_smoothing: 1e-09,0.95,0.96,0.89,0.9,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.95,0.96,0.89,0.9,-,-
GaussianNB,var_smoothing: 0.1,0.97,0.97,0.91,0.91,highest of its class,highest of its class
MLPClassifier,"max_iter: 100, learning_rate_init: 0.001, activation: relu",0.96,0.97,0.91,0.91,lowest of its class,lowest of its class
MLPClassifier,"max_iter: 1000, learning_rate_init: 0.001, activation: relu",0.97,0.98,0.94,0.94,-,-
MLPClassifier,"max_iter: 100, learning_rate_init: 0.01, activation: relu",0.98,0.98,0.96,0.96,highest of its class,highest of its class
MLPClassifier,"max_iter: 1000, learning_rate_init: 0.01, activation: relu",0.98,0.99,0.96,0.98,-,-
MLPClassifier,"max_iter: 100, learning_rate_init: 0.001, activation: tanh",0.96,0.97,0.91,0.91,-,-
MLPClassifier,"max_iter: 1000, learning_rate_init: 0.001, activation: tanh",0.97,0.98,0.96,0.94,-,-
MLPClassifier,"max_iter: 100, learning_rate_init: 0.01, activation: tanh",0.97,0.99,0.96,0.97,-,-
MLPClassifier,"max_iter: 1000, learning_rate_init: 0.01, activation: tanh",0.97,0.99,0.96,0.98,-,-
