model,params,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,ranking_test_explained_variance_score,ranking_test_r2_score
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",-0.4,1.0,-0.41,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",-0.37,1.0,-0.38,1.0,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",-0.24,0.89,-0.25,0.89,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",-0.33,0.98,-0.33,0.98,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",0.02,0.7,0.0,0.7,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",-0.25,0.89,-0.25,0.89,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.0, splitter: random",-0.43,1.0,-0.45,1.0,lowest of its class,lowest of its class
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.0, splitter: best",-0.39,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.0, splitter: random",-0.43,1.0,-0.45,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.0, splitter: best",-0.39,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-0.43,1.0,-0.45,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-0.39,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.05,-0.04,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.0, splitter: random",-0.37,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.0, splitter: best",-0.3,0.99,-0.33,0.99,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.0, splitter: random",-0.37,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.0, splitter: best",-0.27,1.0,-0.3,1.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.0, splitter: random",-0.37,1.0,-0.4,1.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.0, splitter: best",-0.27,1.0,-0.3,1.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.1, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.1, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.5, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.5, splitter: best",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.9, splitter: random",0.0,-0.0,-0.01,0.0,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, min_impurity_decrease: 0.9, splitter: best",0.0,-0.0,-0.01,0.0,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,highest of its class,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,highest of its class
RandomForestRegressor,"criterion: squared_error, max_depth: 100, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, max_features: auto, n_estimators: 100",0.35,0.91,0.34,0.91,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, max_features: auto, n_estimators: 200",0.35,0.91,0.35,0.91,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, max_features: auto, n_estimators: 100",0.3,0.88,0.29,0.88,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, max_features: auto, n_estimators: 200",0.31,0.88,0.3,0.88,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, max_features: auto, n_estimators: 100",0.31,0.9,0.3,0.9,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, max_features: auto, n_estimators: 200",0.32,0.91,0.31,0.91,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, max_features: auto, n_estimators: 100",0.31,0.9,0.3,0.9,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, max_features: auto, n_estimators: 200",0.32,0.91,0.31,0.91,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, max_features: auto, n_estimators: 100",0.16,0.7,0.14,0.7,lowest of its class,lowest of its class
RandomForestRegressor,"criterion: poisson, max_depth: 50, max_features: auto, n_estimators: 200",0.17,0.7,0.15,0.7,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, max_features: auto, n_estimators: 100",0.18,0.89,0.14,0.88,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, max_features: auto, n_estimators: 200",0.19,0.89,0.15,0.88,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, max_features: auto, n_estimators: 100",0.18,0.89,0.14,0.88,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, max_features: auto, n_estimators: 200",0.18,0.89,0.15,0.88,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 50, weights: uniform",0.25,0.28,0.24,0.28,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 50, weights: distance",0.31,1.0,0.3,1.0,highest of its class,highest of its class
KNeighborsRegressor,"algorithm: auto, n_neighbors: 100, weights: uniform",0.23,0.25,0.22,0.24,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 100, weights: distance",0.29,1.0,0.28,1.0,-,-
KNeighborsRegressor,"algorithm: auto, n_neighbors: 200, weights: uniform",0.19,0.2,0.17,0.19,lowest of its class,lowest of its class
KNeighborsRegressor,"algorithm: auto, n_neighbors: 200, weights: distance",0.26,1.0,0.25,1.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 50, weights: uniform",0.25,0.28,0.24,0.28,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 50, weights: distance",0.31,1.0,0.3,1.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 100, weights: uniform",0.23,0.25,0.22,0.24,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 100, weights: distance",0.29,1.0,0.28,1.0,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 200, weights: uniform",0.19,0.2,0.17,0.19,-,-
KNeighborsRegressor,"algorithm: ball_tree, n_neighbors: 200, weights: distance",0.26,1.0,0.25,1.0,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 50",0.24,0.34,0.23,0.34,lowest of its class,-
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 100",0.25,0.36,0.24,0.36,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: linear, n_estimators: 200",0.26,0.38,0.24,0.38,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 50",0.24,0.35,0.23,0.35,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 100",0.26,0.38,0.24,0.37,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: square, n_estimators: 200",0.26,0.39,0.24,0.38,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 50",0.24,0.34,0.23,0.34,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 100",0.25,0.36,0.24,0.36,-,-
AdaBoostRegressor,"learning_rate: 0.1, loss: exponential, n_estimators: 200",0.27,0.38,0.26,0.38,highest of its class,highest of its class
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 50",0.27,0.39,0.26,0.38,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 100",0.26,0.4,0.25,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: linear, n_estimators: 200",0.26,0.4,0.24,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 50",0.26,0.4,0.25,0.4,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 100",0.26,0.41,0.24,0.41,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: square, n_estimators: 200",0.26,0.41,0.24,0.41,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 50",0.27,0.39,0.25,0.38,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 100",0.27,0.41,0.25,0.4,-,-
AdaBoostRegressor,"learning_rate: 0.5, loss: exponential, n_estimators: 200",0.26,0.41,0.23,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 50",0.26,0.39,0.24,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 100",0.26,0.4,0.24,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: linear, n_estimators: 200",0.26,0.4,0.24,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 50",0.25,0.41,0.23,0.4,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 100",0.26,0.42,0.24,0.41,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: square, n_estimators: 200",0.26,0.42,0.24,0.41,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 50",0.26,0.4,0.24,0.39,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 100",0.26,0.41,0.24,0.4,-,-
AdaBoostRegressor,"learning_rate: 0.9, loss: exponential, n_estimators: 200",0.24,0.4,0.21,0.39,-,lowest of its class
GaussianProcessRegressor,alpha: 1e-10,-2.81,1.0,-4.85,1.0,lowest of its class,lowest of its class
GaussianProcessRegressor,alpha: 1e-05,-2.81,1.0,-4.85,1.0,-,-
GaussianProcessRegressor,alpha: 0.001,-2.81,1.0,-4.85,1.0,-,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 100",-1.41,-0.88,-1.49,-0.96,lowest of its class,lowest of its class
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 200",-0.33,0.1,-0.34,0.1,-,-
MLPRegressor,"hidden_layer_sizes: 50, max_iter: 300",0.05,0.37,0.04,0.37,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 100",-0.72,-0.27,-0.75,-0.29,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 200",0.1,0.37,0.09,0.36,-,-
MLPRegressor,"hidden_layer_sizes: 100, max_iter: 300",0.24,0.48,0.23,0.48,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 100",-0.67,-0.19,-0.68,-0.21,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 200",0.14,0.42,0.14,0.42,-,-
MLPRegressor,"hidden_layer_sizes: 150, max_iter: 300",0.26,0.52,0.25,0.52,highest of its class,highest of its class
