model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: auto",0.91,0.95,0.12,0.84,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: sqrt",0.91,0.95,0.12,0.84,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: log2",0.91,0.95,0.12,0.84,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: auto",0.93,0.95,0.25,0.82,highest of its class,highest of its class
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: sqrt",0.93,0.95,0.25,0.82,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: log2",0.93,0.95,0.25,0.82,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: auto",0.9,0.98,0.17,0.96,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: sqrt",0.9,0.98,0.17,0.96,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: log2",0.9,0.98,0.17,0.96,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: auto",0.91,0.97,0.12,0.96,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: sqrt",0.91,0.97,0.12,0.96,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: log2",0.91,0.97,0.12,0.96,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: auto",0.86,1.0,0.04,1.0,lowest of its class,lowest of its class
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: sqrt",0.86,1.0,0.04,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: log2",0.86,1.0,0.04,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: auto",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: sqrt",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: log2",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: auto",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: sqrt",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: log2",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: auto",0.88,1.0,0.12,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: sqrt",0.88,1.0,0.12,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: log2",0.88,1.0,0.12,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: auto",0.86,1.0,0.04,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: sqrt",0.86,1.0,0.04,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: log2",0.86,1.0,0.04,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: auto",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: sqrt",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: log2",0.89,1.0,0.1,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: auto",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: sqrt",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: log2",0.89,1.0,0.06,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: auto",0.88,1.0,0.12,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: sqrt",0.88,1.0,0.12,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: log2",0.88,1.0,0.12,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: gini, max_features: auto",0.93,1.0,0.0,1.0,lowest of its class,lowest of its class
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,highest of its class
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: gini, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: gini, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: gini, max_features: auto",0.93,1.0,0.2,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: entropy, max_features: auto",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: auto",0.93,0.93,0.0,0.0,lowest of its class,lowest of its class
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: ball_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: kd_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: auto",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: ball_tree",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: kd_tree",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: auto",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: ball_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: kd_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: auto",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: ball_tree",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: kd_tree",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: auto",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: ball_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: kd_tree",0.93,0.93,0.0,0.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: auto",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: ball_tree",0.93,1.0,0.0,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: kd_tree",0.93,1.0,0.0,1.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.1",0.93,0.93,0.0,0.0,highest of its class,lowest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.5",0.93,0.93,0.25,0.5,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.9",0.93,0.94,0.17,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.1",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.5",0.93,0.94,0.2,0.62,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.9",0.93,0.94,0.2,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.1",0.93,0.93,0.5,0.4,-,highest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.5",0.93,0.94,0.17,0.65,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.9",0.92,0.94,0.18,0.8,lowest of its class,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.1",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.5",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.9",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.1",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.5",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.9",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.1",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.5",0.93,0.93,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.9",0.93,0.93,0.0,1.0,-,-
GaussianNB,var_smoothing: 1e-09,0.1,0.1,0.06,0.07,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.43,0.45,0.1,0.1,-,-
GaussianNB,var_smoothing: 0.001,0.73,0.72,0.15,0.15,highest of its class,highest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.001",0.93,0.93,0.5,0.4,highest of its class,highest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.01",0.93,0.94,0.33,0.67,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.001",0.93,0.93,0.0,0.43,-,lowest of its class
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.01",0.93,0.94,0.33,0.77,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.001",0.93,0.93,0.5,0.4,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.01",0.92,0.96,0.13,0.89,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.001",0.93,0.93,0.0,0.43,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.01",0.91,0.98,0.06,0.99,lowest of its class,-
