model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
SVC,"C: 10, kernel: poly, max_iter: 10000",0.25,0.26,0.22,0.22,-,-
SVC,"C: 20, kernel: rbf, max_iter: 1",0.7,0.69,0.27,0.26,-,-
SVC,"C: 20, kernel: rbf, max_iter: 100",0.49,0.49,0.21,0.22,-,-
SVC,"C: 20, kernel: rbf, max_iter: 10000",0.81,0.85,0.64,0.79,-,-
SVC,"C: 20, kernel: linear, max_iter: 1",0.75,0.75,0.28,0.28,-,-
SVC,"C: 20, kernel: linear, max_iter: 100",0.28,0.29,0.15,0.15,-,lowest of its class
SVC,"C: 20, kernel: linear, max_iter: 10000",0.29,0.29,0.18,0.19,-,-
SVC,"C: 20, kernel: poly, max_iter: 1",0.22,0.22,0.22,0.22,-,-
SVC,"C: 20, kernel: poly, max_iter: 100",0.22,0.23,0.22,0.22,-,-
SVC,"C: 20, kernel: poly, max_iter: 10000",0.29,0.3,0.22,0.23,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: auto",0.81,0.8,0.61,0.59,highest of its class,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: sqrt",0.81,0.8,0.61,0.59,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: gini, max_features: log2",0.81,0.8,0.61,0.59,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: auto",0.79,0.8,0.61,0.64,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: sqrt",0.79,0.8,0.61,0.64,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: random, criterion: entropy, max_features: log2",0.79,0.8,0.61,0.64,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: auto",0.81,0.84,0.64,0.76,-,highest of its class
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: sqrt",0.81,0.84,0.64,0.76,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: gini, max_features: log2",0.81,0.84,0.64,0.76,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: auto",0.81,0.83,0.62,0.74,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: sqrt",0.81,0.83,0.62,0.74,-,-
DecisionTreeClassifier,"max_depth: 10, splitter: best, criterion: entropy, max_features: log2",0.81,0.83,0.62,0.74,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: auto",0.72,1.0,0.38,1.0,lowest of its class,lowest of its class
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: sqrt",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: gini, max_features: log2",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: auto",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: sqrt",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: random, criterion: entropy, max_features: log2",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: auto",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: sqrt",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: gini, max_features: log2",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: auto",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: sqrt",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 100, splitter: best, criterion: entropy, max_features: log2",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: auto",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: sqrt",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: gini, max_features: log2",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: auto",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: sqrt",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: random, criterion: entropy, max_features: log2",0.73,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: auto",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: sqrt",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: gini, max_features: log2",0.73,1.0,0.39,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: auto",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: sqrt",0.72,1.0,0.38,1.0,-,-
DecisionTreeClassifier,"max_depth: 1000, splitter: best, criterion: entropy, max_features: log2",0.72,1.0,0.38,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: gini, max_features: auto",0.81,1.0,0.64,1.0,lowest of its class,lowest of its class
RandomForestClassifier,"max_depth: 50, n_estimators: 50, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,highest of its class,highest of its class
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: gini, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 100, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: gini, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 50, n_estimators: 200, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: gini, max_features: auto",0.81,1.0,0.64,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 50, criterion: entropy, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: gini, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 100, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: gini, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 100, n_estimators: 200, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: gini, max_features: auto",0.81,1.0,0.64,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 50, criterion: entropy, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: gini, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 100, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: gini, max_features: auto",0.81,1.0,0.65,1.0,-,-
RandomForestClassifier,"max_depth: 200, n_estimators: 200, criterion: entropy, max_features: auto",0.82,1.0,0.65,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: auto",0.81,0.82,0.68,0.68,lowest of its class,highest of its class
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: ball_tree",0.81,0.82,0.68,0.68,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: uniform, algorithm: kd_tree",0.81,0.82,0.68,0.68,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: auto",0.81,1.0,0.66,1.0,-,lowest of its class
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: ball_tree",0.81,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 50, weights: distance, algorithm: kd_tree",0.81,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: auto",0.81,0.81,0.67,0.67,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: ball_tree",0.81,0.81,0.67,0.67,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: uniform, algorithm: kd_tree",0.81,0.81,0.67,0.67,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: auto",0.81,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: ball_tree",0.81,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 100, weights: distance, algorithm: kd_tree",0.81,1.0,0.66,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: auto",0.81,0.81,0.67,0.66,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: ball_tree",0.81,0.81,0.67,0.66,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: uniform, algorithm: kd_tree",0.81,0.81,0.67,0.66,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: auto",0.81,1.0,0.67,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: ball_tree",0.81,1.0,0.67,1.0,-,-
KNeighborsClassifier,"n_neighbors: 200, weights: distance, algorithm: kd_tree",0.81,1.0,0.67,1.0,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.1",0.82,0.82,0.71,0.69,lowest of its class,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.5",0.82,0.82,0.7,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 50, learning_rate: 0.9",0.82,0.82,0.71,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.1",0.82,0.82,0.71,0.69,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.5",0.82,0.82,0.7,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 100, learning_rate: 0.9",0.82,0.82,0.7,0.69,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.1",0.82,0.82,0.7,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.5",0.82,0.82,0.69,0.69,-,lowest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 200, learning_rate: 0.9",0.82,0.82,0.7,0.69,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.1",0.82,0.81,0.73,0.7,-,highest of its class
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.5",0.82,0.82,0.69,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 50, learning_rate: 0.9",0.82,0.82,0.71,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.1",0.82,0.82,0.71,0.69,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.5",0.82,0.82,0.69,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 100, learning_rate: 0.9",0.82,0.82,0.71,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.1",0.82,0.82,0.71,0.69,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.5",0.82,0.82,0.69,0.68,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 200, learning_rate: 0.9",0.82,0.82,0.7,0.68,-,-
GaussianNB,var_smoothing: 1e-09,0.55,0.56,0.3,0.31,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.55,0.56,0.3,0.31,-,-
GaussianNB,var_smoothing: 0.001,0.55,0.56,0.3,0.31,-,-
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.001",0.82,0.82,0.68,0.69,highest of its class,highest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.01",0.82,0.83,0.67,0.72,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.001",0.82,0.82,0.67,0.67,-,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.01",0.82,0.83,0.67,0.72,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.001",0.82,0.83,0.66,0.7,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.01",0.81,0.84,0.63,0.75,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.001",0.82,0.82,0.66,0.69,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.01",0.8,0.85,0.57,0.76,lowest of its class,lowest of its class
