model,params,mean_test_mean_absolute_error,mean_train_mean_absolute_error,mean_test_explained_variance_score,mean_train_explained_variance_score,mean_test_r2_score,mean_train_r2_score,mean_test_mean_squared_error,mean_train_mean_squared_error,ranking_test_ranking_absolute_error,ranking_test_explained_variance_score,ranking_test_r2_score,ranking_test_ranking_squared_error
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",2.03,2.08,0.06,0.14,0.06,0.14,7.26,6.94,-,-,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",2.03,2.08,0.06,0.14,0.06,0.14,7.26,6.94,-,-,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",2.31,0.0,0.18,1.0,0.19,1.0,9.16,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",1.93,1.74,0.17,0.38,0.17,0.38,6.41,5.05,-,-,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",1.9,1.99,0.17,0.21,0.17,0.21,6.43,6.39,-,-,-,-
DecisionTreeRegressor,"criterion: squared_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",1.9,1.99,0.17,0.21,0.17,0.21,6.43,6.39,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: random, min_impurity_decrease: 0.0",2.48,0.0,0.31,1.0,0.32,1.0,10.15,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: random, min_impurity_decrease: 0.1",2.61,0.05,0.49,1.0,0.5,1.0,11.59,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: random, min_impurity_decrease: 0.5",2.17,0.13,0.11,0.99,0.12,0.99,8.61,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: random, min_impurity_decrease: 0.9",2.47,0.22,0.31,0.99,0.32,0.99,10.19,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: best, min_impurity_decrease: 0.0",2.2,0.0,0.1,1.0,0.11,1.0,8.54,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: best, min_impurity_decrease: 0.1",2.35,0.05,0.21,1.0,0.21,1.0,9.31,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: best, min_impurity_decrease: 0.5",2.26,0.15,0.15,0.99,0.15,0.99,8.91,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 100, splitter: best, min_impurity_decrease: 0.9",2.24,0.23,0.12,0.99,0.12,0.99,8.67,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: random, min_impurity_decrease: 0.0",2.48,0.0,0.31,1.0,0.32,1.0,10.15,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: random, min_impurity_decrease: 0.1",2.61,0.05,0.49,1.0,0.5,1.0,11.59,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: random, min_impurity_decrease: 0.5",2.17,0.13,0.11,0.99,0.12,0.99,8.61,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: random, min_impurity_decrease: 0.9",2.47,0.22,0.31,0.99,0.32,0.99,10.19,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: best, min_impurity_decrease: 0.0",2.2,0.0,0.1,1.0,0.11,1.0,8.54,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: best, min_impurity_decrease: 0.1",2.35,0.05,0.21,1.0,0.21,1.0,9.31,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: best, min_impurity_decrease: 0.5",2.26,0.15,0.15,0.99,0.15,0.99,8.91,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 500, splitter: best, min_impurity_decrease: 0.9",2.24,0.23,0.12,0.99,0.12,0.99,8.67,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: random, min_impurity_decrease: 0.0",2.48,0.0,0.31,1.0,0.32,1.0,10.15,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: random, min_impurity_decrease: 0.1",2.61,0.05,0.49,1.0,0.5,1.0,11.59,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",2.17,0.13,0.11,0.99,0.12,0.99,8.61,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",2.47,0.22,0.31,0.99,0.32,0.99,10.19,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",2.2,0.0,0.1,1.0,0.11,1.0,8.54,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",2.35,0.05,0.21,1.0,0.21,1.0,9.31,0.01,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",2.26,0.15,0.15,0.99,0.15,0.99,8.91,0.05,-,-,-,-
DecisionTreeRegressor,"criterion: friedman_mse, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",2.24,0.23,0.12,0.99,0.12,0.99,8.67,0.1,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: random, min_impurity_decrease: 0.0",2.55,0.0,0.56,1.0,0.56,1.0,12.02,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: random, min_impurity_decrease: 0.1",2.0,2.08,0.07,0.14,0.07,0.14,7.21,6.97,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: random, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,lowest of its class,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: random, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: best, min_impurity_decrease: 0.0",2.36,0.0,0.24,1.0,0.24,1.0,9.61,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: best, min_impurity_decrease: 0.1",1.84,1.88,0.19,0.27,0.19,0.27,6.22,5.92,lowest of its class,-,-,lowest of its class
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: best, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 100, splitter: best, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: random, min_impurity_decrease: 0.0",2.55,0.0,0.56,1.0,0.56,1.0,12.02,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: random, min_impurity_decrease: 0.1",2.0,2.08,0.07,0.14,0.07,0.14,7.21,6.97,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: random, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: random, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: best, min_impurity_decrease: 0.0",2.36,0.0,0.24,1.0,0.24,1.0,9.61,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: best, min_impurity_decrease: 0.1",1.84,1.88,0.19,0.27,0.19,0.27,6.22,5.92,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: best, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 500, splitter: best, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.0",2.55,0.0,0.56,1.0,0.56,1.0,12.02,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.1",2.0,2.08,0.07,0.14,0.07,0.14,7.21,6.97,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",2.36,0.0,0.24,1.0,0.24,1.0,9.61,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",1.84,1.88,0.19,0.27,0.19,0.27,6.22,5.92,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: absolute_error, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",2.16,2.26,0.0,0.0,0.03,0.01,7.93,8.16,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.0",2.95,0.0,0.61,1.0,0.75,1.0,13.5,0.0,highest of its class,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,lowest of its class,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: random, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.0",2.89,0.0,0.72,1.0,0.83,1.0,14.15,0.0,-,highest of its class,highest of its class,highest of its class
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 100, splitter: best, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.0",2.95,0.0,0.61,1.0,0.75,1.0,13.5,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: random, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.0",2.89,0.0,0.72,1.0,0.83,1.0,14.15,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 500, splitter: best, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.0",2.95,0.0,0.61,1.0,0.75,1.0,13.5,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: random, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.0",2.89,0.0,0.72,1.0,0.83,1.0,14.15,0.0,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.1",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.5",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
DecisionTreeRegressor,"criterion: poisson, max_depth: 1000, splitter: best, min_impurity_decrease: 0.9",2.13,2.26,0.0,0.0,0.01,0.0,7.77,8.1,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, n_estimators: 100, max_features: auto",1.75,0.66,0.29,0.91,0.28,0.91,5.52,0.76,-,highest of its class,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 50, n_estimators: 200, max_features: auto",1.78,0.65,0.26,0.91,0.26,0.91,5.72,0.74,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, n_estimators: 100, max_features: auto",1.75,0.66,0.29,0.91,0.28,0.91,5.52,0.76,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 100, n_estimators: 200, max_features: auto",1.78,0.65,0.26,0.91,0.26,0.91,5.72,0.74,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, n_estimators: 100, max_features: auto",1.75,0.66,0.29,0.91,0.28,0.91,5.52,0.76,-,-,-,-
RandomForestRegressor,"criterion: squared_error, max_depth: 200, n_estimators: 200, max_features: auto",1.78,0.65,0.26,0.91,0.26,0.91,5.72,0.74,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, n_estimators: 100, max_features: auto",1.74,0.66,0.29,0.91,0.29,0.91,5.49,0.77,lowest of its class,-,highest of its class,lowest of its class
RandomForestRegressor,"criterion: friedman_mse, max_depth: 50, n_estimators: 200, max_features: auto",1.76,0.65,0.27,0.91,0.27,0.91,5.64,0.74,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, n_estimators: 100, max_features: auto",1.74,0.66,0.29,0.91,0.29,0.91,5.49,0.77,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 100, n_estimators: 200, max_features: auto",1.76,0.65,0.27,0.91,0.27,0.91,5.64,0.74,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, n_estimators: 100, max_features: auto",1.74,0.66,0.29,0.91,0.29,0.91,5.49,0.77,-,-,-,-
RandomForestRegressor,"criterion: friedman_mse, max_depth: 200, n_estimators: 200, max_features: auto",1.76,0.65,0.27,0.91,0.27,0.91,5.64,0.74,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, n_estimators: 100, max_features: auto",1.76,0.68,0.28,0.9,0.28,0.9,5.58,0.79,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 50, n_estimators: 200, max_features: auto",1.76,0.67,0.28,0.91,0.28,0.91,5.59,0.76,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, n_estimators: 100, max_features: auto",1.76,0.68,0.28,0.9,0.28,0.9,5.58,0.79,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 100, n_estimators: 200, max_features: auto",1.76,0.67,0.28,0.91,0.28,0.91,5.59,0.76,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, n_estimators: 100, max_features: auto",1.76,0.68,0.28,0.9,0.28,0.9,5.58,0.79,-,-,-,-
RandomForestRegressor,"criterion: absolute_error, max_depth: 200, n_estimators: 200, max_features: auto",1.76,0.67,0.28,0.91,0.28,0.91,5.59,0.76,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, n_estimators: 100, max_features: auto",2.11,0.84,0.01,0.86,0.07,0.85,8.27,1.24,highest of its class,lowest of its class,lowest of its class,-
RandomForestRegressor,"criterion: poisson, max_depth: 50, n_estimators: 200, max_features: auto",2.11,0.84,0.01,0.87,0.08,0.85,8.32,1.19,-,-,-,highest of its class
RandomForestRegressor,"criterion: poisson, max_depth: 100, n_estimators: 100, max_features: auto",2.11,0.84,0.01,0.86,0.07,0.85,8.27,1.24,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 100, n_estimators: 200, max_features: auto",2.11,0.84,0.01,0.87,0.08,0.85,8.32,1.19,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, n_estimators: 100, max_features: auto",2.11,0.84,0.01,0.86,0.07,0.85,8.27,1.24,-,-,-,-
RandomForestRegressor,"criterion: poisson, max_depth: 200, n_estimators: 200, max_features: auto",2.11,0.84,0.01,0.87,0.08,0.85,8.32,1.19,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 50",1.86,1.92,0.22,0.3,0.18,0.26,6.3,6.01,lowest of its class,highest of its class,-,-
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 100",1.88,2.02,0.2,0.24,0.16,0.19,6.46,6.57,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: auto, n_neighbors: 200",1.94,2.11,0.15,0.17,0.13,0.13,6.72,7.06,highest of its class,lowest of its class,lowest of its class,highest of its class
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 50",1.86,1.92,0.22,0.3,0.18,0.26,6.3,6.01,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 100",1.88,2.02,0.2,0.24,0.16,0.19,6.46,6.57,-,-,-,-
KNeighborsRegressor,"weights: uniform, algorithm: ball_tree, n_neighbors: 200",1.94,2.11,0.15,0.17,0.13,0.13,6.72,7.06,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 50",1.86,0.0,0.22,1.0,0.19,1.0,6.28,0.0,-,-,highest of its class,lowest of its class
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 100",1.87,0.0,0.21,1.0,0.17,1.0,6.43,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: auto, n_neighbors: 200",1.93,0.0,0.16,1.0,0.13,1.0,6.68,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 50",1.86,0.0,0.22,1.0,0.19,1.0,6.28,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 100",1.87,0.0,0.21,1.0,0.17,1.0,6.43,0.0,-,-,-,-
KNeighborsRegressor,"weights: distance, algorithm: ball_tree, n_neighbors: 200",1.93,0.0,0.16,1.0,0.13,1.0,6.68,0.0,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: linear",1.77,1.72,0.26,0.41,0.26,0.4,5.74,4.83,-,lowest of its class,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: square",1.78,1.73,0.27,0.42,0.26,0.42,5.67,4.73,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.1, loss: exponential",1.77,1.72,0.26,0.41,0.25,0.41,5.76,4.81,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: linear",1.74,1.7,0.31,0.47,0.3,0.45,5.41,4.42,lowest of its class,-,highest of its class,lowest of its class
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: square",1.78,1.7,0.31,0.48,0.29,0.47,5.46,4.28,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.5, loss: exponential",1.77,1.71,0.3,0.46,0.29,0.45,5.51,4.47,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: linear",1.77,1.67,0.3,0.49,0.28,0.48,5.55,4.2,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: square",1.85,1.72,0.28,0.48,0.26,0.47,5.68,4.3,-,-,-,-
AdaBoostRegressor,"n_estimators: 50, learning_rate: 0.9, loss: exponential",1.78,1.74,0.3,0.46,0.28,0.44,5.58,4.53,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: linear",1.75,1.71,0.28,0.42,0.28,0.42,5.58,4.69,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: square",1.77,1.72,0.29,0.45,0.28,0.44,5.58,4.55,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.1, loss: exponential",1.77,1.73,0.27,0.42,0.26,0.42,5.69,4.74,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: linear",1.75,1.7,0.31,0.47,0.29,0.46,5.46,4.37,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: square",1.8,1.71,0.32,0.49,0.3,0.48,5.42,4.25,-,highest of its class,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.5, loss: exponential",1.78,1.71,0.32,0.48,0.29,0.46,5.46,4.34,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: linear",1.86,1.66,0.26,0.5,0.24,0.49,5.88,4.12,highest of its class,-,lowest of its class,highest of its class
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: square",1.84,1.74,0.3,0.48,0.27,0.47,5.6,4.32,-,-,-,-
AdaBoostRegressor,"n_estimators: 100, learning_rate: 0.9, loss: exponential",1.79,1.7,0.3,0.49,0.28,0.48,5.58,4.23,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: linear",1.78,1.7,0.28,0.45,0.27,0.45,5.62,4.48,-,-,-,-
AdaBoostRegressor,"n_estimators: 200, learning_rate: 0.1, loss: square",1.75,1.71,0.31,0.47,0.3,0.46,5.41,4.34,-,-,-,-
