model,params,mean_test_accuracy_score,mean_train_accuracy_score,mean_test_precision_score,mean_train_precision_score,ranking_test_accuracy_score,ranking_test_precision_score
SVC,"C: 1, kernel: poly, max_iter: 1",0.76,0.76,1.0,0.0,-,-
SVC,"C: 1, kernel: poly, max_iter: 100",0.25,0.25,0.23,0.24,-,-
SVC,"C: 1, kernel: poly, max_iter: 10000",0.72,0.63,0.44,0.38,-,-
SVC,"C: 10, kernel: rbf, max_iter: 1",0.29,0.33,0.25,0.26,-,-
SVC,"C: 10, kernel: rbf, max_iter: 100",0.75,0.7,0.34,0.31,-,-
SVC,"C: 10, kernel: rbf, max_iter: 10000",0.8,0.87,0.61,0.79,-,-
SVC,"C: 10, kernel: linear, max_iter: 1",0.29,0.33,0.25,0.26,-,-
SVC,"C: 10, kernel: linear, max_iter: 100",0.72,0.69,0.4,0.4,-,-
SVC,"C: 10, kernel: linear, max_iter: 10000",0.59,0.41,0.25,0.26,-,-
SVC,"C: 10, kernel: poly, max_iter: 1",0.24,0.25,0.24,0.24,-,-
SVC,"C: 10, kernel: poly, max_iter: 100",0.26,0.29,0.24,0.25,-,-
SVC,"C: 10, kernel: poly, max_iter: 10000",0.35,0.33,0.25,0.25,-,-
SVC,"C: 20, kernel: rbf, max_iter: 1",0.29,0.33,0.25,0.26,-,-
SVC,"C: 20, kernel: rbf, max_iter: 100",0.66,0.59,0.21,0.21,-,-
SVC,"C: 20, kernel: rbf, max_iter: 10000",0.77,0.88,0.5,0.81,-,-
SVC,"C: 20, kernel: linear, max_iter: 1",0.29,0.33,0.25,0.26,-,-
SVC,"C: 20, kernel: linear, max_iter: 100",0.72,0.69,0.4,0.4,-,-
SVC,"C: 20, kernel: linear, max_iter: 10000",0.41,0.37,0.23,0.21,-,-
SVC,"C: 20, kernel: poly, max_iter: 1",0.24,0.25,0.24,0.24,-,-
SVC,"C: 20, kernel: poly, max_iter: 100",0.26,0.27,0.23,0.24,-,-
SVC,"C: 20, kernel: poly, max_iter: 10000",0.32,0.33,0.24,0.26,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: gini",0.76,0.76,0.0,0.0,lowest of its class,lowest of its class
DecisionTreeClassifier,"max_depth: 1, splitter: random, criterion: entropy",0.76,0.76,0.0,0.0,-,-
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: gini",0.8,0.8,0.94,0.95,-,highest of its class
DecisionTreeClassifier,"max_depth: 1, splitter: best, criterion: entropy",0.76,0.76,0.0,0.0,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: gini",0.82,0.82,0.68,0.68,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: random, criterion: entropy",0.81,0.81,0.67,0.7,-,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: gini",0.84,0.85,0.75,0.76,highest of its class,-
DecisionTreeClassifier,"max_depth: 5, splitter: best, criterion: entropy",0.84,0.84,0.76,0.76,-,-
DecisionTreeClassifier,"max_depth: 11, splitter: random, criterion: gini",0.82,0.86,0.67,0.74,-,-
DecisionTreeClassifier,"max_depth: 11, splitter: random, criterion: entropy",0.82,0.86,0.7,0.8,-,-
DecisionTreeClassifier,"max_depth: 11, splitter: best, criterion: gini",0.82,0.88,0.69,0.81,-,-
DecisionTreeClassifier,"max_depth: 11, splitter: best, criterion: entropy",0.82,0.87,0.67,0.74,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: gini",0.78,0.92,0.54,0.85,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: random, criterion: entropy",0.78,0.91,0.53,0.84,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: gini",0.79,0.94,0.55,0.89,-,-
DecisionTreeClassifier,"max_depth: 20, splitter: best, criterion: entropy",0.79,0.93,0.56,0.87,-,-
RandomForestClassifier,"max_depth: 4, n_estimators: 3, criterion: gini",0.83,0.84,0.74,0.76,-,-
RandomForestClassifier,"max_depth: 4, n_estimators: 3, criterion: entropy",0.83,0.83,0.76,0.74,-,-
RandomForestClassifier,"max_depth: 4, n_estimators: 100, criterion: gini",0.83,0.84,0.87,0.85,-,-
RandomForestClassifier,"max_depth: 4, n_estimators: 100, criterion: entropy",0.82,0.83,0.96,0.91,-,highest of its class
RandomForestClassifier,"max_depth: 4, n_estimators: 500, criterion: gini",0.83,0.84,0.88,0.84,-,-
RandomForestClassifier,"max_depth: 4, n_estimators: 500, criterion: entropy",0.82,0.84,0.96,0.85,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 3, criterion: gini",0.84,0.86,0.78,0.79,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 3, criterion: entropy",0.83,0.86,0.74,0.81,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 100, criterion: gini",0.85,0.86,0.83,0.82,highest of its class,-
RandomForestClassifier,"max_depth: 9, n_estimators: 100, criterion: entropy",0.84,0.86,0.86,0.82,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 500, criterion: gini",0.84,0.86,0.84,0.82,-,-
RandomForestClassifier,"max_depth: 9, n_estimators: 500, criterion: entropy",0.84,0.86,0.85,0.82,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 3, criterion: gini",0.81,0.87,0.74,0.81,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 3, criterion: entropy",0.8,0.87,0.67,0.8,lowest of its class,lowest of its class
RandomForestClassifier,"max_depth: 12, n_estimators: 100, criterion: gini",0.83,0.88,0.85,0.85,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 100, criterion: entropy",0.83,0.88,0.87,0.84,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 500, criterion: gini",0.84,0.88,0.84,0.84,-,-
RandomForestClassifier,"max_depth: 12, n_estimators: 500, criterion: entropy",0.83,0.88,0.86,0.84,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 3, criterion: gini",0.82,0.89,0.67,0.83,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 3, criterion: entropy",0.82,0.88,0.71,0.82,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: gini",0.83,0.9,0.85,0.87,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 100, criterion: entropy",0.83,0.89,0.85,0.86,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: gini",0.83,0.9,0.86,0.87,-,-
RandomForestClassifier,"max_depth: 15, n_estimators: 500, criterion: entropy",0.83,0.89,0.85,0.86,-,-
KNeighborsClassifier,n_neighbors: 2,0.79,0.9,0.61,1.0,lowest of its class,lowest of its class
KNeighborsClassifier,n_neighbors: 10,0.8,0.86,0.68,0.78,highest of its class,-
KNeighborsClassifier,n_neighbors: 27,0.8,0.85,0.68,0.72,-,-
KNeighborsClassifier,n_neighbors: 200,0.8,0.83,0.69,0.71,-,highest of its class
KNeighborsClassifier,n_neighbors: 500,0.8,0.82,0.69,0.7,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 0.1",0.81,0.8,0.96,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 0.5",0.8,0.8,0.95,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 3, learning_rate: 1",0.82,0.82,0.65,0.66,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 4, learning_rate: 0.1",0.8,0.8,0.98,0.98,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 4, learning_rate: 0.5",0.8,0.8,0.96,0.97,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 4, learning_rate: 1",0.84,0.84,0.75,0.75,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 5, learning_rate: 0.1",0.8,0.8,0.99,0.99,-,highest of its class
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 5, learning_rate: 0.5",0.8,0.8,0.97,0.97,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 5, learning_rate: 1",0.84,0.84,0.76,0.77,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 6, learning_rate: 0.1",0.8,0.8,0.99,0.98,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 6, learning_rate: 0.5",0.8,0.8,0.96,0.97,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 6, learning_rate: 1",0.84,0.84,0.76,0.77,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 7, learning_rate: 0.1",0.8,0.8,0.99,0.99,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 7, learning_rate: 0.5",0.83,0.83,0.84,0.85,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 7, learning_rate: 1",0.85,0.85,0.76,0.76,highest of its class,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 0.1",0.8,0.8,0.99,0.99,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 0.5",0.83,0.83,0.84,0.86,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 8, learning_rate: 1",0.85,0.85,0.76,0.77,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 96, learning_rate: 0.1",0.85,0.85,0.81,0.81,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 96, learning_rate: 0.5",0.84,0.86,0.8,0.79,-,-
AdaBoostClassifier,"algorithm: SAMME.R, n_estimators: 96, learning_rate: 1",0.85,0.86,0.78,0.77,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 0.1",0.8,0.8,0.94,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 0.5",0.8,0.8,0.94,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 3, learning_rate: 1",0.82,0.82,0.65,0.66,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 4, learning_rate: 0.1",0.8,0.8,0.94,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 4, learning_rate: 0.5",0.8,0.8,0.96,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 4, learning_rate: 1",0.82,0.83,0.68,0.7,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 5, learning_rate: 0.1",0.8,0.8,0.94,0.95,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 5, learning_rate: 0.5",0.8,0.8,0.95,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 5, learning_rate: 1",0.82,0.83,0.68,0.7,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 6, learning_rate: 0.1",0.76,0.76,0.0,0.0,lowest of its class,lowest of its class
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 6, learning_rate: 0.5",0.8,0.8,0.96,0.97,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 6, learning_rate: 1",0.84,0.84,0.75,0.76,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 7, learning_rate: 0.1",0.76,0.76,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 7, learning_rate: 0.5",0.8,0.8,0.95,0.96,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 7, learning_rate: 1",0.84,0.84,0.75,0.76,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 0.1",0.76,0.76,0.0,0.0,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 0.5",0.8,0.8,0.96,0.97,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 8, learning_rate: 1",0.84,0.84,0.75,0.76,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 96, learning_rate: 0.1",0.8,0.8,0.99,0.99,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 96, learning_rate: 0.5",0.85,0.85,0.78,0.79,-,-
AdaBoostClassifier,"algorithm: SAMME, n_estimators: 96, learning_rate: 1",0.84,0.86,0.74,0.77,-,-
GaussianNB,var_smoothing: 1e-09,0.8,0.81,0.66,0.68,lowest of its class,lowest of its class
GaussianNB,var_smoothing: 1e-05,0.8,0.81,0.66,0.68,-,-
GaussianNB,var_smoothing: 0.1,0.81,0.82,0.7,0.71,highest of its class,highest of its class
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.001",0.82,0.85,0.69,0.75,-,-
MLPClassifier,"max_iter: 100, activation: relu, learning_rate_init: 0.01",0.83,0.86,0.66,0.74,highest of its class,-
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.001",0.83,0.84,0.77,0.74,-,highest of its class
MLPClassifier,"max_iter: 100, activation: tanh, learning_rate_init: 0.01",0.83,0.86,0.67,0.73,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.001",0.82,0.85,0.69,0.75,-,-
MLPClassifier,"max_iter: 1000, activation: relu, learning_rate_init: 0.01",0.82,0.87,0.67,0.76,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.001",0.83,0.85,0.72,0.75,-,-
MLPClassifier,"max_iter: 1000, activation: tanh, learning_rate_init: 0.01",0.81,0.87,0.6,0.81,lowest of its class,lowest of its class
